,State,City,Event,Latitude,Longitude,Date
0,CT,Roxbury,Roxbury Marathon,41.5487,-73.3137,11/9/2019
1,MD,Darlington,MDT Challenge,39.6705,-76.2054,11/9/2019
2,NH,Bennington,The Vertical Challenge,43.0115,-71.8796,11/9/2019
3,MA,Winchester/Lexington,TARCkey Trot,42.4418,-71.1742,11/16/2019
4,NY,Union Vale,Hot Iron Half Marathon Trail Race,41.6504,-73.7012,11/17/2019
5,CT,Washington Depot,Steep Rock Trail Series-Steep Rock Half Marathon,41.6212,-73.325,11/17/2019
6,CT,Southington,CT Trailmixers Fall Fling 400 Trail Race,41.5891,-72.8398,11/24/2019
7,CT,Roxbury,Roxbury Thanksgiving Day Race,41.5495,-73.314,11/28/2019
8,NJ,West Orange,Squatchy Leftovers 5K & 10K,40.765,-74.2749,11/30/2019
9,NJ,Moutainside,Beat The Bumble,40.6852,-74.372,12/1/2019
10,MA,Marlborough,Tough 10 Mile Turkey Trot,42.3551,-71.5246,12/1/2019
11,NJ,Branchville,Frozen Fools,41.1803,-74.7879,12/7/2019
12,MA,Stoneham,TARC Fells Trail Winter Ultra,42.4683,-71.11,12/7/2019
13,CT,Stratford,Frosty Forest 5K,41.252,-73.1278,12/14/2019
14,PA,Leesport,Naked Nick,40.3873,-76.0417,12/14/2019
15,MA,Springfield,Seth's Fat Ass 50K,42.0847,-72.5654,12/21/2019
16,NJ,Hewitt,Squatchayanda Ugly Sweater Night Trail Run,41.1957,-74.3919,12/21/2019
17,CT,Hamden,The West Rock Winter Fat Ass Extravaganza,41.3601,-72.9675,12/28/2019
18,DE,Felton,Angela Ivory Memorial 50K,38.9854,-75.5366,1/25/2020
19,NJ,West Orange,Frosty Fat Sass,40.7652,-74.2753,1/25/2020
20,MA,Westwood,TARCtic Frozen Yeti Trail Races,42.2341,-71.228,2/1/2020
22,NJ,Mahwah,Squatchy Onesie Fest “5K-Marathon”,41.0786,-74.1873,2/15/2020
23,PA,Leesport,Naked Bavarian,40.3866,-76.0431,2/29/2020
24,VT,Rupert,Merck Forest Snowshoe Ultra,43.274,-73.1724,3/1/2020
25,NJ,Branchville,Double Squatch,41.2022,-74.7735,3/14/2020
27,MD,Havre de Grace,HAT Run 50k,39.6005,-76.1376,3/21/2020
28,NJ,Delaware Water Gap,The MT. TAMMANY 10!,40.9704,-75.126,3/21/2020
29,MA,Westwood,TARC to Hale and Back,42.2341,-71.228,3/21/2020
30,PA,Leesport,Naked Prussian,40.3872,-76.0419,3/28/2020
31,CT,Ansonia,Six Hours at The Reservoir,41.3591,-73.0653,3/28/2020
32,NY,Lagrangeville,Spring On The Trails Endurance Runs,41.6756,-73.778,3/29/2020
33,VT,Pomfret,Runamuck 50k,43.6651,-72.5432,4/4/2020
34,NY,Beacon,Breakneck Point Trail Runs,41.4887,-73.9634,4/11/2020
35,NJ,West Orange,The Last Squatch Standing,40.7652,-74.275,4/11/2020
36,CT,Bloomfield,Traprock 50,41.8381,-72.7846,4/18/2020
37,CT,Stratford,Enchanted Forest Ultra Run,41.252,-73.1278,4/18/2020
38,NY,East Islip,Shore2Shore,40.8862,-73.2573,4/18/2020
39,PA,Philadelphia,Philadelphia Trail Marathon,40.0465,-75.2167,4/18/2020
40,MA,Weston,TARC Spring Classic,42.3802,-71.3198,4/25/2020
41,NY,Lagrangeville,Red Wing After Hours 8k,41.6725,-73.7599,4/25/2020
42,MA,Ashburnham,TARC Wapack and Back,42.6959,-71.9044,5/2/2020
43,MA,Pittsfield/Hancock,Berry Pond Hill Climb,42.4933,-73.2989,5/2/2020
44,PA,Philadelphia,Dirty German Endurance Fest,40.0886,-75.0678,5/9/2020
45,NH,Manchester,Manchester 2 Monadnock Ultramarathon,42.9866,-71.4622,5/9/2020
46,CT,New Haven,The Blue 2 Blue Challenge,41.3306,-72.9597,5/9/2020
47,CT,Southbury,T2T Racing Kettletown State Park Challenge,41.4249,-73.207,5/16/2020
48,PA,Mohnton,Charlie Horse Trail Half-Marathon and 5K,40.2257,-75.9261,5/23/2020
49,CT,Berlin,Run Ragged,41.6283,-72.8041,5/30/2020
50,MA,Alford,Alford Springs 6-Hour,42.2483,-73.445,5/30/2020
51,PA,Philadelphia,1/2 Sauer 1/2 Kraut,40.0647,-75.0392,6/13/2020
52,NY,North Salem,Mountain Lakes Backyard Ultra,41.3053,-73.5711,6/19/2020
53,MA,Pittsfield,Vegan Power 50K,42.4834,-73.3012,6/27/2020
54,CT,Stratford,Forbidden Forest 30 Hour Ultra Run,41.2459,-73.1247,6/27/2020
55,NJ,Columbus,Midnight Squatchapalooza,40.0409,-74.7349,6/28/2020
56,MA,Windsor,Notchview Ultra,42.5049,-73.0375,7/2/2020
59,NY,Lagrangeville,Red Wing Trail Challenge,41.6784,-73.7579,7/5/2020
60,VT,Bennington,Ethan Allen 24,42.8863,-73.1913,7/11/2020
61,NJ,Millburn,Fat Sass Switchback Challenge,40.7268,-74.3044,7/11/2020
62,MA,Milton,TARC Blue Hills Skyline Trail Run,42.2203,-71.1186,7/12/2020
63,MA,Egremont,Jug End Loop Ultra,42.1484,-73.4502,7/25/2020
64,MA,Medfield,TARC Summer Classic,42.1586,-71.3049,8/8/2020
65,MA,Pittsfield,Sweltering Summer Ultra,42.4412,-73.2645,8/8/2020
66,VT,East Dorset,Lost Cat 50k,43.2392,-73.0079,8/22/2020
67,VT,Dorset,Dorset Hollow Road Race,43.2693,-73.0976,8/23/2020
68,NY,Rosendale,Shawangunk Ridge Trail Run,41.8481,-74.0883,9/11/2020
69,PA,Milford,Water Gap 50k and Half,41.3097,-74.7956,9/12/2020
70,CT,Stratford,Forgotten Forest Ultra Run,41.2481,-73.1279,9/19/2020
71,VT,East Dorset,Beebe Farm 48,43.2532,-73.0072,9/25/2020
73,MA,Carlisle,TARC Fall Classic,42.5587,-71.354,10/3/2020
74,PA,Reading,Blues Cruise,40.3892,-76.042,10/4/2020
75,NJ,Ong's Hat,Batona Trail Races,39.9118,-74.62,10/10/2020
76,NH,Brookline,TARC Ghost Train Trail Races,42.8244,-71.6471,10/17/2020
78,NY,Lagrangeville,Fall Back into the Trails 10K & 50K,41.6728,-73.7599,11/1/2020
79,NH,New Boston,The Hamsterwheel,42.9821,-71.6824,11/7/2020
80,MD,Elkton,Phunt 25K/50K Trail Race,39.7004,-75.858,1/16/2021
190,NH,North Conway,Spring Run Off,44.0515,-71.1276,4/4/2020
195,NY,Fayetteville,English's Ridge Rumble,43.0582,-75.9714,4/18/2020
200,VT,Pittsfield,Peak Blood Root Ultra,43.7631,-72.8163,4/30/2020
202,NH,Tamworth,White Lake Ultras,43.8359,-71.2087,5/2/2020
208,ME,Turner,Riverlands 100,44.2612,-70.1874,5/9/2020
212,VT,,INFINITUS,43.8896,-73.0101,5/21/2020
218,NH,Tamworth,Chocorua Mountain Race,43.8943,-71.2534,6/6/2020
231,VT,Goshen,Goshen Gallop,43.8906,-73.0092,7/18/2020
240,NH,Stark,Kilkenny Ridge Race,44.5971,-71.3676,9/19/2020
241,ME,Windham,Firebird Trail Races,43.7919,-70.3568,9/19/2020
245,VT,Bradford,Devil's Den ultra and 5K,44.0321,-72.1604,10/9/2020
659,NY,Ithaca,Cayuga Trails,42.3989,-76.5681,5/30/2020
668,NY,Elmira,The Monster Brant Hill Challenge,42.0515,-76.7376,6/28/2020
679,PA,Troy,Smallfoot Trail Fest,41.8053,-76.667,7/25/2020
1680,NY,Painted Post,The Last Rebel Survivor,42.2291,-77.1237,11/10/2019
1913,PA,Wellsboro,Hills Creek Endurance Challenge,41.8085,-77.1958,5/9/2020
14427,ME,Cutler,Bold Coast Bash Trail Race - 10mi/20mi,44.6987,-67.1578,11/17/2019
19596,QC,Denholm,Mad Trapper Backyard Ultra,45.7873,-75.9132,6/20/2020
27335,PA,Glen Rock,Hex Hollow Half,39.8319,-76.6554,11/24/2019
27433,MD,Kingsville,Little Gunpowder 50K,39.4622,-76.3908,11/23/2019
27437,MD,Sparks,NCR Marathon,39.5561,-76.6252,11/30/2019
27570,DE,Laurel,Trap Pond,38.5242,-75.4781,4/19/2020
27615,PA,Lock Haven,Boulder Beast,41.1341,-77.4201,9/19/2020
27622,PA,Waterville,Little Pine 5 Miler,41.3628,-77.3563,10/17/2020
27624,PA,Waterville,Call of the Wilds Mountain Fest,41.364,-77.3562,10/18/2020
28502,MD,Upper Marlboro,Rosaryville Veterans Day 50k,38.7808,-76.7992,11/9/2019
28517,MD,Millersville,Jingle Bell Hayride at Kinder Farm Park,39.1001,-76.5824,12/7/2019
28523,PA,Huntingdon,Greenwood Furnace Snowfest 5-miler,40.6507,-77.7542,1/18/2020
28528,MD,Pocomoke,The DUC,38.1348,-75.4913,2/7/2020
28529,MD,Pocomoke City,The Algonquin 50K,38.1219,-75.4949,2/8/2020
28535,MD,Snow Hill,Blades Trail Race,38.1179,-75.467,3/15/2020
28539,MD,Boonesboro,Greenbrier Ultra's,39.54,-77.6161,3/27/2020
28545,PA,Lock Haven,Eagleton Trail Challenge,41.1785,-77.5495,4/11/2020
28548,PA,North Bend,Hyner Trail Challenge,41.3235,-77.6425,4/18/2020
28550,MD,Frederick,The Vertical Playground,39.5872,-77.4361,4/18/2020
28558,MD,Derwood,Farm Park Challenge,39.1043,-77.1609,5/2/2020
28560,PA,Huntingdon,Greenwood Furnace Trail Challenge,40.6375,-77.8284,5/3/2020
28564,MD,Lusby,Frozen Heart 50K,38.3956,-76.4293,5/16/2020
28570,PA,Slate Run,Slate Run 25K,41.4566,-77.5123,6/6/2020
28573,PA,North Bend,Little Loggers Trail Fest,41.3237,-77.6426,6/20/2020
28582,MD,Frederick,Catoctin 50k Trail Run & Half Cat,39.5875,-77.436,7/11/2020
28586,PA,North Bend,Sproul 10k,41.3234,-77.6427,7/18/2020
28589,MD,Salisbury,On The Bacon Trail - The Naylor Mill Trail 7k,38.4091,-75.5931,8/7/2020
28592,PA,North Bend,Hyner Half,41.3745,-77.625,8/22/2020
28600,MD,Salisbury,The Pemberton 24,38.3607,-75.5994,9/25/2020
29155,MD,Knoxville,C&O Canal 100,39.3571,-77.7361,4/25/2020
29167,MD,Sharpsburg,Cow Bone Trail Run 6-12-24 Hour,39.5039,-77.7854,5/23/2020
30447,NY,Naples,Muddy Sneaker 20K Trail Run,42.6347,-77.3361,4/18/2020
30672,NY,Naples,Ontario Summit Trail Races,42.7038,-77.4099,6/27/2020
30690,NY,Naples,Twisted Branch Trail Run,42.7082,-77.4154,8/22/2020
32799,MD,Thurmont,Bobcat Trail Run 11 Mile,39.5876,-77.4358,11/7/2020
32835,VA,Multiple Cities,Virginia Tour Challenge,38.6371,-77.3111,3/28/2020
33502,PA,Hollidaysburg,The Dirty Kiln Trail Race and Half-Marathon,40.4834,-78.2847,4/11/2020
33597,MD,Hancock,Western Maryland Rail Trail,39.6985,-78.1823,4/5/2020
33645,WV,Harper's Ferry,Miner's Lady 8-Hour,39.1632,-77.8316,7/25/2020
33654,PA,Claysburg,Rock N The Knob Trail Challenge,40.2966,-78.5424,9/12/2020
33974,NY,Pittsford,0 Degree Winter Trail Festival,43.0455,-77.4813,12/7/2019
34027,NY,Castile,Many On The Genny,42.5848,-78.0435,6/20/2020
34047,NY,Honeoye Falls,The Mighty Mosquito 99 Mile Relay,43.0299,-77.5699,8/8/2020
35272,VA,Triangle,Devil Dog Ultras,38.5763,-77.4167,12/7/2019
35278,VA,Williamsburg,Merry Maniac Duathlon 5m/10m/2.5m,37.2707,-76.7075,12/28/2019
35282,VA,Spotsylvania,ICY-8,38.1133,-77.8315,2/1/2020
35287,VA,Triangle,No Man's 50K,38.5586,-77.3429,3/7/2020
35288,VA,Williamsburg,March Maniac 11 hour Endurance Run,37.3244,-76.7634,3/7/2020
35295,VA,Williamsburg,Singletrack Maniac 50k,37.3375,-76.8041,3/28/2020
35296,VA,Green Bay,Dogwood Ultra Marathons,37.3809,-77.5703,3/28/2020
35303,VA,Virginia Beach,Long Creek 60k,36.8906,-76.0172,4/5/2020
35314,VA,Triangle,24 Hour - Adventure Trail,38.5802,-77.4137,4/25/2020
35315,VA,Hampton,Virginia Run for Cancer,37.0632,-76.4273,4/25/2020
35317,VA,Triangle,Chompawamsic 50K and 100K Challenge,38.5814,-77.3672,4/25/2020
35329,VA,Fort Valley,Old Dominion,38.8729,-78.5233,6/6/2020
35332,VA,Triangle,OSS/CIA,38.5586,-77.3427,6/13/2020
35342,VA,Williamsburg,Night Owl 9k,37.2707,-76.7075,7/18/2020
35354,MD,Frostburg,GAP Marathon and Half Marathon,39.6589,-78.9213,10/7/2020
36544,NC,Corolla,Tarheel Ultra,36.3947,-75.8304,11/30/2019
36559,NC,Corolla ,Light 2 Light 50,36.3766,-75.831,2/1/2020
39901,PA,Grassflat,Red Moshannon Downriver Race,40.9931,-78.081,3/28/2020
41690,NY,Rochester,Goose Adventure Racing Snowshoe Series,43.161,-77.6109,1/4/2020
41694,NY,Lockport,Beast of Burden - Winter,43.1852,-78.6664,2/8/2020
41696,NY,North Chilli,Cast-a-Shadow Relay and Solo Snowshoe Event,43.0721,-77.8076,2/8/2020
41701,NY,Rochester,Trail Methods Last Runner Standing,43.2336,-77.6757,3/7/2020
41740,NY,Spencerport,ALS Trail Races,43.1846,-77.8752,6/6/2020
41761,NY,Lockport,Beast of Burden - Summer,43.1845,-78.6692,8/1/2020
41764,PA,Cooksburg,Cook Forest 25k Trail Challenge,41.3246,-79.1928,8/15/2020
41769,PA,Brookville,Baker Trail UltraChallenge North,41.1582,-79.0857,8/29/2020
41985,OH,Ashtabula,Olde 96er 200 Mile Ultra,41.8651,-80.7898,4/16/2020
41989,OH,Willoughby,Lakeshore Mini Ultra,41.6971,-81.3967,4/25/2020
41990,OH,Kirtland,O24,41.5894,-81.3704,5/2/2020
42009,PA,Pittsburgh,FAAP FALL CLASSIC,40.5878,-79.9893,9/13/2020
42011,OH,Cleveland,Doan Creek Trail Run,41.4893,-81.5824,10/3/2020
42015,OH,Akron,Regal Beagle Ultra,41.1791,-81.6306,11/23/2019
42027,OH,CANAL FULTON,Get Lucky 50/50,40.8881,-81.5981,3/21/2020
42041,OH,Dover,Running with my Gnomies,40.5643,-81.3964,5/9/2020
42047,OH,Akron,Mingo Madness,41.1297,-81.567,6/21/2020
42050,OH,Dover,Canal Corridor 100 Mile Endurance Run,41.0122,-81.5078,7/11/2020
42261,OH,Mount Vernon,Wood Splitter Winter Solstice,40.3934,-82.4857,12/21/2019
42272,OH,Delaware,Seamus O'Possum's Thirty Kilometer Trail Footrace,40.3584,-83.0711,3/14/2020
42280,OH,McArthur,Iron Furnace Trail Run,39.3279,-82.3497,4/4/2020
42285,OH,Loudonville,Forget the PR Mohican 50k,40.617,-82.2531,4/18/2020
42293,WV,Bruceton Mills,Coopers Rock 50 km and Half Marathon,39.6379,-79.8156,4/25/2020
42297,OH,Athens,Thunderbunny Trail Races,39.3507,-82.0367,5/8/2020
42324,OH,Dover,Tuscazoar 100 and 50 miler,40.5206,-81.474,9/5/2020
42337,MI,Shelby Twp.,Turkey Trail Trot,42.6708,-83.033,11/28/2019
42383,MI,Rochester Hills,Loopty Loop,42.6755,-83.1134,7/25/2020
42402,MI,Adrian,Fall Into Fitness,41.8984,-84.0535,11/9/2019
42407,MI,Leonard ,Bad Santa,42.8026,-83.1626,12/8/2019
42430,MI,Leonard,Twilight Zone 24 Hour Endurance Run,42.8035,-83.1649,5/2/2020
42446,MI,Holly,Ode to Laz Michigan Backyard Ultra,42.8034,-83.5096,7/18/2020
42488,VA,Lyndhurst,Bel Monte,37.8826,-79.015,3/14/2020
42514,VA,Skylark,Ultra Race of Champions,37.8928,-79.1355,5/2/2020
42927,VA,Cumberland,Willis River,37.531,-78.27,1/5/2020
43020,VA,Farmville,Freight Train 100k/50k,37.3046,-78.3908,12/14/2019
43030,VA,Appomattox,Holiday Lake 50K++,37.3893,-78.6422,2/15/2020
43065,VA,Lacrosse,Thoroughbred Races,36.6961,-78.0935,5/9/2020
43074,VA,Farmville,Night Train 50k and Half Marathon,37.3045,-78.4521,6/27/2020
43087,VA,Abingdon,The Yeti 100 Mile Endurance Run,37.4316,-78.6569,9/25/2020
43097,VA,Glen Lyn,Old Glory Trail Runs,37.3984,-80.8508,11/9/2019
43099,VA,Southwest,Blue Ridge Ultra Series,37.3515,-80.6003,11/9/2019
43101,VA,Rocky Mount,Crooked Road 24 Hour Ultra,36.9693,-79.9419,11/23/2019
43105,,Various,Dreadmill 48 Hour Endurance Challenge,37.0009,-79.8817,12/1/2019
43108,NC,Erwin,The Nutcracker 12/6/3 hour Endurance Run,35.3278,-78.6749,12/14/2019
43111,NC,Pinnacle,Pilot Mountain Goat,36.3471,-80.4712,12/21/2019
43136,NC,Chapel Hill,Jordan Lake 12-Hour Challenge,35.7725,-79.0415,4/18/2020
43147,VA,Blacksburg,Gateway 50K & 25K (15 Miler),37.2381,-80.461,5/2/2020
43157,VA,Pembroke,Eastern Divide,37.353,-80.5997,6/20/2020
43163,NC,Danbury,The Rabid Squirrel,36.3912,-80.2685,8/8/2020
43271,NC,New Bern,Beer Army Centurion Challenge,35.0302,-77.0172,12/31/2019
43273,NC,Roaring Gap,Roaring Gap 50K,36.3841,-81.0276,1/11/2020
43279,NC,Maysville,Maysville to Macon 50-Mile Run,34.9011,-77.2316,2/8/2020
43281,NC,Pinnacle,Pilot Mountain Marathon and 20k,36.3605,-80.4939,2/22/2020
43311,NC,Roaring Gap,Blue Ridge 135,36.3982,-80.9864,6/14/2020
43326,NC,Troutman,Lake Norman State Park 30K & 50K Trail Race,35.6736,-80.9334,11/9/2019
43332,NC,Ellerbe,The Derby 50k,35.1439,-79.6475,11/30/2019
43339,NC,Boomer,Warrior Creek,36.101,-81.2857,12/14/2019
43342,NC,Hoffman,The Drop Zone Marathon and Half Marathon,35.0324,-79.5475,12/28/2019
43348,NC,Ellerbe,NC Fat Ass 50k,35.059,-79.685,1/25/2020
43356,NC,Ellerbe,The Ellerbe Marathon and Half Marathon,35.0713,-79.7614,2/29/2020
43368,VA,Whitetop,Down the Mountain Marathon,36.6347,-81.7922,4/11/2020
43379,VA,Mouth of Wilson,Grayson Highlands 50 Mile / 50k / Half Marathon,36.6212,-81.4845,5/2/2020
43386,VA,Damascus,Dam Yeti 50,36.6341,-81.7846,6/6/2020
43387,NC,Ellerbe,Bethel Hill Moonlight Boogie,35.0473,-79.8536,6/13/2020
43391,NC,Hiddenite,Vertical Mile Challenge,35.9623,-81.1204,6/20/2020
43406,SC,Fort Mill,Lake Haigler 12-Hour,35.0405,-80.9441,11/23/2019
43407,VA,Norton,Dairy Queen Turkey Day 5K,36.9356,-82.6235,11/28/2019
43409,VA,St. Paul,The Oxbow Ultra,36.904,-82.3207,11/30/2019
43411,SC,Spartanburg,One Epic Run,34.8816,-81.8701,12/7/2019
43414,NC,Kings Mountain,Monadnock Ultra,35.1704,-81.3653,12/14/2019
43418,SC,Lancaster,Mo Big Butt 50 K,34.8478,-80.8017,12/21/2019
43421,NC,Valdese,New Year's Resolution Runs,35.7669,-81.5439,1/1/2020
43422,SC,Fort Mill,Ring In The New Year,35.0398,-80.9436,1/1/2020
43424,NC,Connelly Springs,South Mountains Marathons,35.6029,-81.6289,1/11/2020
43429,SC,Fort Mill,Mill Stone 50K,35.04,-80.944,2/8/2020
43430,NC,Gastonia,MC Broken Ankle 12 Hour,35.2852,-81.109,2/8/2020
43433,NC,Black Mountain,Mt Mitchell Challenge and Black Mountain Marathon,35.6158,-82.3203,2/29/2020
43435,WV,Williamson,Conquer The Wall Endurance Challenge - 47HR & 35HR,37.6719,-82.2929,3/6/2020
43438,NC,Hendersonville,Carolinas Angels 8K Trail Race for Angelman Syndrome,35.2625,-82.4766,3/7/2020
43439,NC,George Poston Park,Wicked Root Ultra,35.306,-81.1075,3/13/2020
43442,NC,Waxhaw,Cane Creek Half and 4 Miler,34.8426,-80.686,3/14/2020
43444,NC,Nebo,Fonta Flora 50k and Half Marathon,35.755,-81.8872,3/21/2020
43449,NC,Old Fort,Hellbender 100,35.6464,-82.1921,4/3/2020
43454,NC,Montreat,Seven Sisters 25k,35.644,-82.303,4/18/2020
43455,SC,Clover ,Mountaineer Rumble 50K-100K-100 Miler,35.1112,-81.2265,4/18/2020
43466,SC,Fort Mill,Mass Extinction Elimination Endurance Challenge,34.9924,-80.8749,5/3/2020
43470,NC,Burnsville,Quest for the Crest Vertical 10k/50k,35.7721,-82.2015,5/16/2020
43471,KY,Olive Hill,Carter Caves Half Marathon,38.3698,-83.1234,5/16/2020
43472,VA,Norton,Fit Farmer 12K Trail Run,36.9099,-82.6305,5/16/2020
43476,NC,Black Mountain,Black Mountain Monster,35.6105,-82.3264,6/6/2020
43487,NC,Belmont,Joel Johns Classic 3.0,35.2452,-81.0478,8/8/2020
43488,VA,Breaks,Breaks Ultra,37.2863,-82.2935,9/12/2020
43490,TN,Jonesborough,Buffalo Mountain Endurance Run Challenge,36.2125,-82.4009,10/2/2020
43491,VA,Norton,The Hellbender 10k,36.934,-82.6287,10/3/2020
43494,VA,Norton,Cloudsplitter 100,36.9331,-82.63,10/17/2020
43589,KY,Pine Ridge,Rough Trail 50K,37.7678,-83.6088,11/9/2019
43593,NC,Hendersonville,Hullabaloo 50K Ultramarathon & Relay,35.2321,-82.597,11/15/2019
43594,NC,Pisgah Forest,Looking Glass 50 Miler,35.2799,-82.7053,11/16/2019
43602,NC,Glenville,Headwaters Half,35.2303,-83.1074,12/7/2019
43616,NC,Almond,Tsali Frosty Foot,35.4084,-83.5885,1/18/2020
43619,NC,Cedar Mountain,Yeti or Not 25k,35.1929,-82.6048,2/1/2020
43627,KY,Corbin,Moonbow Ultra Training Camp,36.9487,-84.0969,3/6/2020
43634,TN,Alcoa,The Pistol Ultra Run,35.7894,-83.981,3/21/2020
43636,NC,Sylva,Assault on BlackRock,35.4226,-83.1913,3/21/2020
43637,OH,Lucasville,Ohio's Backyard Ultra,38.9187,-83.1202,3/21/2020
43647,TN,Maryville,Three Sisters Ultra Festival,35.7489,-83.962,4/25/2020
43648,KY,Morehead,Big Turtle 50 Miler,38.1881,-83.4329,4/25/2020
43674,KY,Corbin,Moonbow Ultra,36.839,-84.344,9/26/2020
43677,NC,Franklin,The Naturalist - Epic 25 / 50k,35.1823,-83.3806,10/3/2020
43694,OH,Waynesville,"Night Owl Trail Marathon, Half, and 10K",39.4882,-84.0582,1/4/2020
43826,TN,Jamestown,No Business 100,36.699,-84.4774,10/16/2020
43841,OH,Piqua,GET LIT Trail Run,40.1839,-84.2791,12/28/2019
43860,KY,Stearns,Yamacraw,36.6708,-84.548,4/4/2020
44202,SC,Huger,Last Chance Trail Run,33.0556,-79.6958,12/7/2019
44209,SC,Mount Pleasant,Charleston 100,32.7803,-79.9408,12/27/2019
44215,SC,Columbia,Harbison 50K,34.0932,-81.1251,1/4/2020
44216,SC,Shulerville,Retreat Repeat,33.1983,-79.6167,1/4/2020
44221,SC,Bethera,Frozen: H3,33.2004,-79.7651,1/18/2020
44224,SC,Moncks Corner,Hallucination 6/12/24 Hour Trail Run,33.2038,-79.9824,2/1/2020
44230,SC,Georgetown,King's Highway Trail Race,33.3602,-79.227,2/15/2020
44233,SC,Moncks Corner,Almost 9 Miler,33.2038,-79.9816,3/7/2020
44237,SC,Mount Pleasant,Peyton's Wild and Wacky 10x5K,32.8734,-79.7947,3/14/2020
44247,SC,Columbia,Harbison 100,34.0821,-81.1345,4/11/2020
44249,SC,McClellanville,Cooter Creek 50 Mile Trail Race,33.0388,-79.5617,4/11/2020
44253,SC,Cordesville,Wambaw Swamp Stomp,33.1625,-79.8295,5/2/2020
44262,SC,Bethera,Hell Hole Hundred,33.201,-79.7655,5/28/2020
44267,SC,Goose Creek,Hot Pursuit 5k,33.0279,-80.0357,6/13/2020
44276,SC,Moncks Corner,Revenge of Stede Bonnet,33.2038,-79.9824,10/3/2020
44277,SC,McClellanville,The Swamp Fox Ultra,33.042,-79.5638,11/10/2020
44281,GA,Rising Fawn,Stairway to Adventure,34.8395,-85.484,11/8/2019
44282,TN,Chattanooga,Upchuck 50K,35.2896,-85.1586,11/9/2019
44283,GA,Sky Valley,Georgia Sky to Summit,34.9876,-83.3332,11/9/2019
