,State,City,Event,Latitude,Longitude,Date
52457,CA,Wrightwood,Angeles Crest 100 Mile Endurance Run,34.3605,-117.633,8/1/2020
52458,CA,,HIGHLANDER 100 - There can be only 1,34.2684,-117.625,9/26/2020
52459,NV,Boulder City,Bootlegger 25k/50k,35.9811,-114.86,11/7/2020
52460,CA,Healdsburg,Runner Reboot Camp,38.7483,-123.122,11/8/2019
52461,CA,Casto Valley,Lake Chabot,37.7173,-122.104,11/9/2019
52462,CA,Stinson Beach,Mt. Tam Trail Run,37.8984,-122.64,11/9/2019
52463,CA,Sacramento,Sacfit Point-to-Point Marathon Training Run,38.578,-121.357,11/16/2019
52464,CA,Redding,"Two Peaks 50m,50k,30k,10k",40.554,-122.476,11/16/2019
52465,CA,Newcastle,Meat Grinder,38.8189,-121.088,11/23/2019
52466,CA,San Jose ,Zoom Turkey Trot,37.2856,-121.81,11/28/2019
52467,CA,Cool,Run Hunger Off the Divide 5k/10 Run,38.8731,-121.022,11/28/2019
52468,CA,Mill Valley,Quad Dipsea,37.9052,-122.553,11/30/2019
52469,CA,Woodside,Mountain Brow House 50K,37.4501,-122.338,11/30/2019
52470,CA,Walnut Creek,Coastal Frequent Runner & Group Packages,37.9101,-122.065,12/1/2019
52471,CA,Friant,San Joaquin River Trail 50k & 100k Run,37.0094,-119.638,12/7/2019
52472,CA,San Rafael,Peacock Gap Trail Run,38.0056,-122.497,12/7/2019
52473,CA,San Francisco,Hunter S. Thompson Fear & Loathing,37.7544,-122.448,12/8/2019
52474,CA,Sacramento,Crocker/Riverside Running Club - Fall 2019,38.5529,-121.505,12/8/2019
52475,CA,Sacramento,Buffalo Bash,38.5816,-121.491,12/8/2019
52476,CA,Sausalito,Rodeo Beach Trail Run,37.8318,-122.54,12/14/2019
52477,NV,Carson City,Running With Rudolph,39.1857,-119.791,12/14/2019
52478,CA,Auburn,Foresthill Uphill Challenge 1 Mile,38.9163,-121.035,12/14/2019
52479,CA,Folsom,Snowberry Creek,38.6779,-121.191,12/14/2019
52480,CA,Fremont,ZombieRunner Quarry Lakes,37.5795,-122.007,12/15/2019
52481,US,Anywhere,Pacific Coast Trail Runs - Virtual Trail Racing,37.7749,-122.419,12/15/2019
52482,CA,Redwood City,Woodside Ramble,37.4363,-122.299,12/21/2019
52483,CA,Soda Springs,Tahoe Mt. Sports Holiday Sprint,39.3333,-120.351,12/21/2019
52484,CA,Soda Springs,Snowshoe Thompson US Ski and Snowboard NRL,39.3333,-120.351,12/22/2019
52485,CA,Soda Springs,Snowshoe Thompson- Citizen's Race,39.3333,-120.351,12/22/2019
52486,CA,San Francisco,New Year's One Day,37.8047,-122.464,12/31/2019
52487,CA,Oakland,Run Your First,37.786,-122.224,12/31/2019
52488,CA,Sacramento,Buffalo Chips Running Club Membership,38.5816,-121.494,1/1/2020
52489,CA,Redding,Clikapudi Trail Runs,40.7484,-122.211,1/1/2020
52490,NV,Carson City,Wild Winter Round Up,39.2024,-119.711,1/4/2020
52491,CA,Soda Springs,10th Mountain Division Biathlon,39.3304,-120.354,1/5/2020
52492,CA,Stinson Beach,Steep Ravine Trail Run,37.9005,-122.644,1/11/2020
52493,CA,Pacifica,Pacifica Foothills Trail Run,37.5806,-122.476,1/11/2020
52494,CA,Auburn,One day in Auburn,38.8945,-121.068,1/11/2020
52496,CA,Soda Springs,Paco's Freestyle Citizen's Race,39.3196,-120.435,1/12/2020
52497,CA,Woodside,Crystal Springs Trail Run - Winter,37.436,-122.299,1/19/2020
52498,CA,Stinson Beach,Eldrith,37.9041,-122.553,1/25/2020
52499,CA,Sacramento,Jed Smith,38.5642,-121.382,2/1/2020
52500,CA,Foresthill,Foresthill Divide Loop 30K,38.9735,-120.954,2/1/2020
52501,CA,Rodeo Beach,Golden Gate Trail Run - Winter,37.8302,-122.537,2/8/2020
52502,NV,Carson City,Love Can Be Cold,39.1333,-119.74,2/8/2020
52503,CA,Auburn,FOURmidable,38.887,-121.069,2/15/2020
52504,CA,Pacifica,Montara Mountain Trail Run,37.5736,-122.472,2/16/2020
52506,CA,Soda Springs,President's Cup,39.3333,-120.351,2/17/2020
52507,CA,Castro Valley,Chabot/Redtail Ridge Trail Run,37.717,-122.105,2/22/2020
52508,CA,Sonora,Dragoon Gulch Run,37.9829,-120.382,2/23/2020
52509,CA,Palo Alto,Big Bloops Ultra,37.4358,-122.1,2/28/2020
52510,CA,Coloma,Salmon Falls 50K,38.8105,-120.91,2/29/2020
52511,CA,Los Gatos,"Terrible, Horrible, No Good, Very Bad Day 50k",37.2002,-121.98,2/29/2020
52512,CA,Cool,Way Too Cool,38.888,-121.019,3/7/2020
52513,NV,Carson City,March Mudness,39.1637,-119.788,3/7/2020
52514,CA,Auburn,Chanoko Trail Runs,38.7428,-121.152,3/7/2020
52515,CA,Sausalito,Marin Ultra Challenge,37.8336,-122.476,3/14/2020
52516,CA,Cool,Pioneer Spirit trail race,38.888,-121.018,3/14/2020
52517,CA,Fremont,Zoom St. Patrick's Day,37.5795,-122.007,3/15/2020
52518,CA,San Francisco,Sports Basement San Francisco,37.8058,-122.449,3/21/2020
52519,CA,Angel Island,Zoom Angel Island Run,37.8665,-122.436,3/28/2020
52520,CA,Auburn,Knickerbocker Canyon Trail Run,38.8892,-121.07,3/28/2020
52521,CA,Folsom,American River,38.7179,-121.1,4/4/2020
52522,CA,Redwood City,Woodside/Purisima Creek Crossover,37.4416,-122.293,4/5/2020
52523,CA,Briceburg,The Merced Canyon Endurance Runs,37.6048,-119.967,4/5/2020
52524,CA,Healdsburg,Lake Sonoma,38.7095,-123.01,4/11/2020
52525,CA,Oakland,Redwood Trail Run (Spring),37.8187,-122.181,4/12/2020
52526,CA,Folsom,Folsom Lake Trail Run,38.6916,-121.132,4/18/2020
52527,CA,Casto Valley,SPASM Lake Chabot Trail Run,37.7151,-122.102,4/18/2020
52528,CA,Calistoga,Napa Valley Endurance Run,38.5893,-122.578,4/18/2020
52529,CA,Forest Ranch,Loco Scavenger Hunt 5k,39.8738,-121.681,4/18/2020
52530,CA,Forest Ranch,Forest Ranch Four,39.9475,-121.583,4/19/2020
52531,CA,Foresthill,The Canyons Endurance Runs,39.0207,-120.813,4/25/2020
52532,CA,Chico,"Big Day 5k COLOR Run, 3k Walk & Kid's Dash",39.7923,-121.893,4/25/2020
52533,CA,Castella,Castle Crags 50k/35k/10k,41.152,-122.32,4/25/2020
52534,CA,San Jose,Quicksilver Endurance Runs,37.1742,-121.825,5/9/2020
52535,CA,Berkeley,Grizzly Peak Trail Run,37.8928,-122.242,5/9/2020
52536,CA,Susanville,Paiute Meadows Trail Run,40.4328,-120.668,5/9/2020
52537,CA,Rodeo Beach,San Francisco 50/50 Endurance Runs,37.8327,-122.538,5/16/2020
52538,CA,Redding,The Chase,40.5865,-122.392,5/16/2020
52539,CA,Fremont,Ohlone,37.5044,-121.908,5/17/2020
52540,CA,Foresthill,Western States Training Camp - Memorial Weekend,39.0207,-120.813,5/23/2020
52543,CA,Bishop,Bishop High Sierra Ultras,37.3781,-118.493,5/30/2020
52544,CA,McCloud ,The 4MPH Challenge,40.65,-122.593,5/30/2020
52545,CA,Pacifica,Devil's Slide Run,37.5786,-122.476,5/30/2020
52546,CA,Truckee,Truckee Running Festival and Waddle Ranch Trail 1/2 Marathon,39.3276,-120.153,5/31/2020
52547,CA,Fish Camp,Shadow of the Giants,37.4782,-119.639,6/6/2020
52548,CA,Butte Meadows,The Loco Go Big or Go Home Challenge,40.0808,-121.551,6/6/2020
52549,CA,Emerald Bay,Lake Tahoe Rubicon Trail 1/2,38.9566,-120.083,6/7/2020
52550,CA,Lake Tahoe,The Broken Arrow Skyrace,39.1961,-120.236,6/19/2020
52552,CA,Mt Shasta,Mt Shasta 50m/50k/30k/10k,41.3338,-122.308,6/20/2020
52553,CA,Tahoe City,Burton Creek Trail Running Festival,39.1722,-120.139,6/21/2020
52555,CA,Squaw Valley,Western States,39.1954,-120.236,6/27/2020
52556,CA,Stinson Beach,La Sportiva Table Rock,37.8984,-122.64,6/27/2020
52557,CA,Lake Tahoe,Run to the Beach,39.2488,-120.053,7/4/2020
52558,CA,Fremont,Zoom Firecracker Run,37.5739,-122.004,7/5/2020
52559,CA,Yosemite National Park,Yosemite Backcountry,37.7497,-119.799,7/7/2020
52760,CA,Los Angeles,Ultra Ladies Personal Coaching,34.1314,-118.553,11/8/2019
52761,CA,Los Angeles,Griffith Park Trail Run,34.1206,-118.291,11/9/2019
52762,CA,Brea,Chino Hills Trail Run Series Fall,33.9202,-117.827,11/9/2019
52763,CA,Cleveland National Forest,Chimera 100M/K and Old Goat Races,33.6111,-117.511,11/16/2019
52764,CA,Santa Barbara,Santa Barbara Red Rock Trail Run,34.5465,-119.791,11/23/2019
52765,CA,Agoura,No Name 5030,34.1543,-118.734,11/23/2019
52766,CA,Del Mar,Best of San Diego 100 Miler,32.9346,-117.26,11/23/2019
52767,CA,"CA-2, La Cañada Flintridge",SISU 24 Hour Ultra,34.3475,-117.984,11/30/2019
52769,CA,Malibu,Ray Miller 50/50,34.0836,-119.036,12/7/2019
52770,CA,Los Osos,Spooner's Cove,35.2576,-120.856,12/7/2019
52771,CA,Julian,Anza Borrego Cuyamaca 50 Mile Run,32.9785,-116.525,12/7/2019
52773,CA,San Diego,Dirty December Poker Run,32.93,-116.969,12/14/2019
52774,CA,San Diego,North Park Santa Run,32.755,-117.137,12/15/2019
52775,CA,Sierra Madre,"Mt. Wilson ""Make it a Double""",34.1694,-118.049,12/28/2019
52777,CA,Santa Monica,Santa Monica Trail Runners Club,34.0541,-118.56,1/1/2020
52778,CA,San Luis Obispo,La Cuesta Ranch Trail Run,35.2934,-120.644,1/4/2020
52779,CA,Malibu,Sean O'Brien 50k/26.2/30k,34.098,-118.731,1/11/2020
52780,CA,Escondido,San Diego 50 and Trail Marathon,33.0918,-116.956,1/18/2020
52781,CA,Bakersfield,Celtic Winter Classic 24 Hour Run,35.4005,-118.932,1/18/2020
52783,CA,Agoura Hills,Paramount Ranch Trail Runs,34.1188,-118.758,1/25/2020
52785,CA,Malibu,Sean O'Brien 100K/50M,34.005,-118.81,2/8/2020
52786,CA,SAN DIEGO,Happy Chinese New Year 50 Miler,32.941,-117.136,2/8/2020
52787,CA,Escondido,The Ranch 50k,33.1666,-117.051,2/22/2020
52788,CA,Cerritos,Orange Curtain,33.8531,-118.101,2/28/2020
52790,CA,Poway,Sycamore Canyon 100k / 50K / Half,32.9298,-116.97,2/29/2020
52791,CA,Lake Cuyamaca,San Diego Pirate's Cove 6/12/24 hour Run/Walk,32.9907,-116.578,3/6/2020
52792,CA,Calabasas,Singletrack Stampede,34.134,-118.702,3/7/2020
52793,CA,Los Angeles,Griffith Park Trail Marathon,34.1202,-118.292,3/14/2020
52794,CA,Julian,Old West Trail Runs,33.0603,-116.425,3/14/2020
52795,,Tijuana,Ultramaraton Baja Trail 50K y Carrera 30K,32.4052,-116.926,3/15/2020
52796,CA,Santa Barbara,Nine Trails 35 Mile Endurance Run,34.4534,-119.73,3/21/2020
52800,CA,San Juan Capistrano,Ramblas Run,33.4738,-117.645,4/4/2020
52801,CA,Santa Clarita,Santa Clarita Ultra & Trail Runs,34.3585,-118.556,4/4/2020
52803,CA,Julian,Oriflamme,32.9779,-116.524,4/11/2020
52806,CA,Lake Hughes,Leona Divide,34.6729,-118.44,4/25/2020
52808,CA,San Diego,PQ & GZ Trail Marathon,32.9409,-117.136,5/2/2020
52809,CA,Newport Beach,Whoos in El Moro Trail Races,33.5667,-117.821,5/9/2020
52811,CA,Cleveland National Forest,PCT 50,32.7431,-116.481,5/16/2020
52812,CA,Riverside,Nanny Goat 12/24/100,33.9215,-117.4,5/23/2020
52813,CA,Glendale,Mount Lukens Trail Runs,34.2495,-118.253,5/30/2020
52814,CA,Lake Cuyamaca,San Diego 100,32.9857,-116.583,6/5/2020
52815,CA,San Diego,Black Mountain 50K,32.9714,-117.119,6/20/2020
52817,CA,Pine Valley,Noble Canyon,32.8404,-116.53,9/19/2020
52819,CA,Monrovia,Monrovia Canyon Trail Runs,34.175,-117.987,10/3/2020
52820,CA,San Diego,San Diego Ultra Slam,32.7157,-117.161,10/5/2020
52821,CA,OJAI,C2M,34.448,-119.243,10/31/2020
54619,CA,Salinas,Fort Ord Trail Run,36.5881,-121.751,2/1/2020
54620,CA,Salinas,Ordnance 100K,36.5877,-121.751,2/1/2020
54712,CA,Castro Valley,Skyline 50k Endurance Run,37.7284,-122.114,8/2/2020
54713,CA,Castro Valley,Dick Collins 50mile/Bay Ridge 100k,37.7105,-122.055,9/26/2020
55022,CA,Auburn,She Rocks the Trails,38.8894,-121.07,7/11/2020
55023,CA,North Lake Tahoe,Big Chief 50K,39.328,-120.183,7/12/2020
55320,NV,Carson City,Tahoe Rim Trail Endurance Runs,39.1069,-119.912,7/18/2020
55321,CA,Sausalito,Rodeo Valley Trail Run,37.8305,-122.537,7/18/2020
55323,,Various Locations,Triple Crown of 200s,38.9501,-119.952,8/7/2020
55395,CA,Mendocino,Mendocino Coast 50K,39.3023,-123.787,4/18/2020
56221,CA,Sinkyone Wilderness State Park,Lost Coast Trail,40.3021,-124.354,7/1/2020
56825,OR,Ashland,Bandersnatch 5K and Lewis Loop 10 Miler,42.1795,-122.717,11/16/2019
56835,OR,Trail,Lost Creek Trail Run,42.678,-122.636,5/2/2020
56839,OR,Klamath Falls,Spence Mountain Run,42.3789,-121.971,5/30/2020
56843,OR,Ashland,Siskiyou Out Back,42.0805,-122.706,7/11/2020
56844,CA,Arcata,California Untamed 330,40.8665,-124.083,7/17/2020
56845,CA,Mendocino,Mendocino Running Festival,39.3311,-123.735,8/29/2020
56846,CA,Butte Meadows,The Little Loco Relay,40.0815,-121.555,9/12/2020
56847,OR,Gold Beach,Secret Beach 100K / 50M,42.4101,-124.334,10/3/2020
56848,CA,Kenwood,SUGARHOOD,38.4588,-122.551,11/14/2020
57323,OR,Paisley,Wild Outback,42.6167,-120.607,6/6/2020
57342,CA,Auburn,Twilight Trail Adventure Run,38.8894,-121.07,8/8/2020
57343,NV,Lake Tahoe,Marlette 50K and 10 Miler,39.1063,-119.915,8/9/2020
57344,NV,Incline Village,XTERRA Lake Tahoe 5K & 10K,39.2419,-119.945,8/15/2020
57345,CA,Truckee,Castle Peak 100k,39.3776,-120.162,8/22/2020
57346,CA,Richmond,Zoom Dynamite Run,37.9932,-122.353,8/29/2020
57347,OR,Roseburg,NUT,43.3002,-122.183,8/29/2020
57392,OR,Bend,Bend Trail Series,44.0582,-121.315,6/4/2020
57414,CA,Homewood,Tahoe 200 Endurance Run,39.246,-119.958,9/11/2020
57415,CA,Homewood,Tahoe 200 Running Festival,39.0863,-120.161,9/11/2020
57418,CA,Lake Tahoe,Emerald Bay Trail Run,38.9655,-120.079,9/13/2020
57419,CA,Foresthill,Overlook Endurance Runs,39.0208,-120.813,9/19/2020
57420,CA,Lincoln,Ride To Walk Endurance Race,38.885,-121.264,9/19/2020
57421,OR,Oakridge,Oakridge Triple Summit Challenge,43.7378,-122.456,9/25/2020
57424,OR,Oakridge,Willamette Headwaters Endurance Events (WHEE Run),43.6637,-122.43,10/3/2020
57425,OR,Bend,Bend Bigfoot,43.9965,-121.396,10/4/2020
57426,CA,Granite Bay,Rio Del Lago,38.7207,-121.17,11/7/2020
57541,HI,Honolulu,HURT 100,21.3164,-157.828,1/18/2020
57543,WA,Klickitat,Klickitat Trail Run,45.818,-121.151,11/9/2019
57544,OR,Terrebonne,Run The Rock,44.3682,-121.141,11/9/2019
57546,OR,Madras,Canyon Rumble Frozen Half,44.6224,-121.131,12/7/2019
57547,WA,Ravensdale,Pigtails Run,47.3751,-121.971,12/14/2019
57550,WA,Mount Rainier National Park,UPWC - Mother Mountain/Northern Loop,46.9328,-121.863,12/31/2019
57551,WA,Snoqualmie,UPWC - Alpine Lakes Grand Tour,47.4454,-121.423,12/31/2019
57552,WA,Mount Rainier National Park,UPWC - Chinook Pass,46.8719,-121.515,12/31/2019
57553,WA,Skykomish,UPWC - La Bohn Traverse,47.6652,-121.288,12/31/2019
57554,WA,Cougar,UPWC - Loowit Trail,46.1463,-122.182,12/31/2019
57555,WA,Ashford,UPWC - Owyhigh Lakes Loop,46.8884,-121.611,12/31/2019
57557,WA,Olympia,Capitol Peak Mega Fat Ass,46.9257,-123.059,1/18/2020
57558,WA,West Seattle,West Seattle Beach Run,47.5259,-122.395,2/2/2020
57559,OR,Newport,Run Love Run,44.6038,-124.043,2/8/2020
57560,OR,Gaston,Hagg Mud 50K/25K,45.4875,-123.231,2/15/2020
57561,WA,Montesano,Run Forest Run,46.9952,-123.595,2/15/2020
57562,WA,Dupont,Dupont Trail Marathon,47.0966,-122.635,3/7/2020
57563,OR,Florence,Siuslaw Dunes,43.9308,-124.112,3/7/2020
57564,WA,Longview,Pacific Rim One Day Run,46.1378,-122.95,3/21/2020
57565,OR,Monroe,Alsea Falls Spring Fling,44.3289,-123.498,3/21/2020
57572,WA,Olympia,Capitol Peak,46.9388,-123.13,4/25/2020
57573,WA,Trout Lake,Trout Lake Run,45.9889,-121.516,4/25/2020
57574,OR,Tillamook State Forest,Tillamook Burn,45.7064,-123.333,4/25/2020
57576,OR,Sisters,Peterson Ridge Rumble,44.2924,-121.571,4/26/2020
57577,WA,Snoqualmie,Mt Si Relay & Trail Runs,47.5249,-121.812,4/26/2020
57580,OR,Portland,Portland Trail Series - Spring,45.5409,-122.726,5/6/2020
57581,OR,Corvallis,McDonald Forest,44.6599,-123.238,5/9/2020
57583,OR,Terrebonne,Smith Rock Ascent,44.3676,-121.139,5/16/2020
57585,OR,Portland,Stumptown Trail Runs,45.5406,-122.726,5/23/2020
57586,OR,Prineville ,Ochoco Trail Runs,44.4399,-120.32,5/24/2020
57590,WA,Vashon Island,Vashon Island Ultramarathon & Trail Run,47.4342,-122.464,6/6/2020
57592,OR,Parkdale,Wy'east Wonder,45.2944,-121.585,6/13/2020
57593,WA,Trout Lake,Wild Woman Trail Marathon,46.011,-121.53,6/20/2020
57594,OR,Blodgett,Marys Peak Trail Run,44.5903,-123.529,6/20/2020
57595,WA,Olympia,Millersylvania Trail Races,46.9091,-122.91,6/20/2020
57596,OR,Blue River ,Old Cascadia,44.4159,-122.012,6/20/2020
57597,WA,Enumclaw,SISU 24 Ultra PNW,47.0377,-121.561,6/27/2020
57598,WA,North Bonneville,Strawberry Fields Forever,45.6338,-121.979,6/27/2020
57601,OR,Clackamas Lake,Mt. Hood 50,45.0896,-121.769,7/11/2020
57602,WA,Easton,Needles 50k,47.261,-121.181,7/11/2020
57605,OR,Mt. Hood,Wy’east Howl,45.3318,-121.665,7/25/2020
57607,WA,Mt. Rainier National Park,The Wonderland - 3 Day Supported Circumnavigation,46.7437,-121.792,7/29/2020
57608,WA,Cougar,Volcanic 50,46.1306,-122.171,8/3/2020
57610,WA,Mount St. Helens,Bigfoot 200 Endurance Run,46.1856,-122.192,8/7/2020
57611,WA,Cougar,"Bigfoot 100K, 40 mile, 20 mile",46.0515,-122.3,8/7/2020
57613,OR,Hood River,Post Canyon 50K,45.638,-121.678,8/15/2020
57617,WA,Toutle,Backcountry Rise,46.2973,-122.267,8/29/2020
57620,OR,Blue River,McKenzie River Trail Run,44.3408,-122.005,9/12/2020
57621,OR,Newport,Twisted Pine Trail Runs,44.6012,-124.062,9/12/2020
57622,WA,Cle Elum,Teanaway Country 100,47.3925,-121.092,9/12/2020
57624,WA,DuPont,Crazy Owl Endurance Races,47.0966,-122.633,9/17/2020
57627,WA,North Bend,Cascade Super Ultra,47.4325,-121.766,9/26/2020
57631,OR,Tillamook,Elk-Kings Trail Races,45.586,-123.561,10/4/2020
57632,OR,Sisters,Three Sisters Skyline,44.2891,-121.549,10/4/2020
57633,OR,Yachats,Oregon Coast 50K / 20 Mile,44.3112,-124.105,10/10/2020
57636,OR,South Beach,DDLM Endurance Run,44.6038,-124.043,10/31/2020
57646,WA,Quinault,UPWC - Graves Creek,47.5721,-123.57,12/31/2019
57650,WA,Mukilteo,Gulch Countdown,47.9408,-122.293,1/4/2020
57651,WA,Kirkland,Bridle Trails Winter Trail Running Festival,47.6548,-122.184,1/11/2020
57661,WA,Seattle,Cottontail 6 & 12 Hour,47.7125,-122.379,4/11/2020
57663,WA,Hansville,FCFA/Hansville 100,47.9037,-122.557,4/18/2020
57673,WA,Bainbridge Island,Battle Point Endurance Run,47.6622,-122.575,5/2/2020
57677,WA,Seattle,Sri Chinmoy 7 & 13 Hour Solo and Team Ultra,47.6824,-122.257,5/16/2020
57714,WA,Quilcene,Olympic Mountains,47.9362,-123.054,9/12/2020
57735,WA,Oak Harbor,Deception Pass 50K,48.3971,-122.654,12/14/2019
57736,WA,Oak Harbor,Deception Pass 25K,48.3971,-122.654,12/15/2019
57745,WA,Forks,UPWC - Seven Lakes Loop,47.9763,-124.369,12/31/2019
57760,WA,Gold Bar,Wallace Falls Trail Run,47.8992,-121.672,4/4/2020
58264,BC,Thetis Lake,Fleet Diving Unit (Pacific)- Turkey Run,48.4645,-123.468,12/7/2019
58268,WA,Adventure Blogging Contest,UPWC - Double Desolation Mind/Body Challenge,48.709,-120.978,12/31/2019
58270,WA,Diablo,UPWC - Devils Dome,48.708,-120.978,12/31/2019
58273,WA,Shi Shi Beach,UPWC - Olympic Coast Route,48.2752,-124.679,12/31/2019
58274,WA,Diablo,UPWC - Easy Pass,48.6851,-121.093,12/31/2019
58282,WA,Diablo,UPWC - Sourdough Sufferfest Mind/Body Challenge,48.7177,-121.145,12/31/2019
58286,WA,Glacier,UPWC - Baker's Dozen Mind/Body Challenge,48.9095,-121.802,12/31/2019
58289,WA,Diablo,UPWC - The Purple Rainbow 100k,48.7135,-121.141,12/31/2019
58293,WA,Orcas Island,Orcas Island 25k,48.6491,-122.842,1/25/2020
58294,WA,Orcas Island,Orcas Island 50k,48.6497,-122.844,2/1/2020
58296,WA,Orcas Island,Orcas Island 100 Miler,48.6482,-122.842,2/7/2020
58299,WA,Eastsound,Hillbillies Trail Camp,48.665,-122.824,2/27/2020
58301,WA,Bellingham,Chuckanut 50k,48.7138,-122.497,3/21/2020
58329,WA,Concrete,Mount Baker Ultra,48.5393,-121.746,5/31/2020
58330,WA,Bellingham,Sucia Island,48.7514,-122.906,6/5/2020
58333,WA,North Cascades National Park,Desolation Duo,48.6815,-121.097,6/13/2020
58337,WA,North Cascades National Park,Ross Lake Rally,48.6903,-121.099,6/20/2020
58346,WA,Beach Camp and Trail Run,Cypress Island,48.5653,-122.702,7/24/2020
58361,WA,North Cascades National Park,North Cascades Traverse,48.7478,-121.299,9/9/2020
58460,BC,Victoria,Finlayson Arm,48.464,-123.547,9/11/2020
59293,BC,Salmon Arm/Sicamous,The Lewiston Ultra - Shuswap,50.6935,-119.212,9/26/2020
59501,AK,Palmer,Boycott Black Friday,61.6086,-149.09,11/29/2019
59502,AK,Anchorage,Frosty Bottom Marathon & Half Marathon,61.1541,-150.038,1/11/2020
59503,AK,Big Lake,Little Su 50K,61.5504,-149.938,2/15/2020
59504,AK,Big Lake,Susitna 100,61.5503,-149.938,2/15/2020
59505,AK,Paxson,Denali 135,63.029,-145.496,7/4/2020
59506,AK,Willow,Hatcher Pass Marathon,61.7741,-149.91,7/11/2020
59507,AK,Girdwood/Eagle River ,Crow Pass Crossing,61.0285,-149.117,7/18/2020
59508,AK,Fairbanks,White Mountains 100,65.2124,-148.093,3/22/2020
59509,AK,Fairbanks,Alaska Endurance Trail Run,64.859,-147.853,6/5/2020
59512,AK,Fairbanks,Angel Creek 50,64.8764,-146.81,7/11/2020
59513,YT,Whitehorse,Reckless Raven 50 Ultra and Relay,60.7307,-135.101,6/28/2020
